 127   -2
 127   -2
 127   -2
 127   -2
 127    2
 127    2
 127    2
 127    2
 127    6
 127    6
 127    6
 127    6
 126   10
 126   10
 126   10
 126   10
 126   14
 126   14
 126   14
 126   14
 126   18
 126   18
 126   18
 126   18
 125   22
 125   22
 125   22
 125   22
 124   26
 124   26
 124   26
 124   26
 123   30
 123   30
 123   30
 123   30
 122   34
 122   34
 122   34
 122   34
 121   37
 121   37
 121   37
 121   37
 120   42
 120   42
 120   42
 120   42
 118   46
 118   46
 118   46
 118   46
 117   50
 117   50
 117   50
 117   50
 115   53
 115   53
 115   53
 115   53
 113   57
 113   57
 113   57
 113   57
 112   60
 112   60
 112   60
 112   60
 110   64
 110   64
 110   64
 110   64
 108   67
 108   67
 108   67
 108   67
 105   70
 105   70
 105   70
 105   70
 103   74
 103   74
 103   74
 103   74
 101   77
 101   77
 101   77
 101   77
  98   80
  98   80
  98   80
  98   80
  96   83
  96   83
  96   83
  96   83
  93   86
  93   86
  93   86
  93   86
  90   89
  90   89
  90   89
  90   89
  87   92
  87   92
  87   92
  87   92
  84   94
  84   94
  84   94
  84   94
  81   97
  81   97
  81   97
  81   97
  78  100
  78  100
  78  100
  78  100
  75  102
  75  102
  75  102
  75  102
  72  104
  72  104
  72  104
  72  104
  69  106
  69  106
  69  106
  69  106
  65  109
  65  109
  65  109
  65  109
  62  111
  62  111
  62  111
  62  111
  58  112
  58  112
  58  112
  58  112
  55  114
  55  114
  55  114
  55  114
  51  116
  51  116
  51  116
  51  116
  48  117
  48  117
  48  117
  48  117
  44  119
  44  119
  44  119
  44  119
  39  121
  39  121
  39  121
  39  121
  36  122
  36  122
  36  122
  36  122
  32  123
  32  123
  32  123
  32  123
  28  124
  28  124
  28  124
  28  124
  24  125
  24  125
  24  125
  24  125
  20  125
  20  125
  20  125
  20  125
  16  126
  16  126
  16  126
  16  126
  12  126
  12  126
  12  126
  12  126
   8  127
   8  127
   8  127
   8  127
   4  127
   4  127
   4  127
   4  127
   0  127
   0  127
   0  127
   0  127
  -2  127
  -2  127
  -2  127
  -2  127
  -6  127
  -6  127
  -6  127
  -6  127
 -10  126
 -10  126
 -10  126
 -10  126
 -14  126
 -14  126
 -14  126
 -14  126
 -18  126
 -18  126
 -18  126
 -18  126
 -22  125
 -22  125
 -22  125
 -22  125
 -26  124
 -26  124
 -26  124
 -26  124
 -30  123
 -30  123
 -30  123
 -30  123
 -34  122
 -34  122
 -34  122
 -34  122
 -37  121
 -37  121
 -37  121
 -37  121
 -42  120
 -42  120
 -42  120
 -42  120
 -46  118
 -46  118
 -46  118
 -46  118
 -50  117
 -50  117
 -50  117
 -50  117
 -53  115
 -53  115
 -53  115
 -53  115
 -57  113
 -57  113
 -57  113
 -57  113
 -60  112
 -60  112
 -60  112
 -60  112
 -64  110
 -64  110
 -64  110
 -64  110
 -67  108
 -67  108
 -67  108
 -67  108
 -70  105
 -70  105
 -70  105
 -70  105
 -74  103
 -74  103
 -74  103
 -74  103
 -77  101
 -77  101
 -77  101
 -77  101
 -80   98
 -80   98
 -80   98
 -80   98
 -83   96
 -83   96
 -83   96
 -83   96
 -86   93
 -86   93
 -86   93
 -86   93
 -89   90
 -89   90
 -89   90
 -89   90
 -92   87
 -92   87
 -92   87
 -92   87
 -94   84
 -94   84
 -94   84
 -94   84
 -97   81
 -97   81
 -97   81
 -97   81
-100   78
-100   78
-100   78
-100   78
-102   75
-102   75
-102   75
-102   75
-104   72
-104   72
-104   72
-104   72
-106   69
-106   69
-106   69
-106   69
-109   65
-109   65
-109   65
-109   65
-111   62
-111   62
-111   62
-111   62
-112   58
-112   58
-112   58
-112   58
-114   55
-114   55
-114   55
-114   55
-116   51
-116   51
-116   51
-116   51
-117   48
-117   48
-117   48
-117   48
-119   44
-119   44
-119   44
-119   44
-120   40
-120   40
-120   40
-120   40
-122   36
-122   36
-122   36
-122   36
-123   32
-123   32
-123   32
-123   32
-124   28
-124   28
-124   28
-124   28
-125   24
-125   24
-125   24
-125   24
-125   20
-125   20
-125   20
-125   20
-126   16
-126   16
-126   16
-126   16
-126   12
-126   12
-126   12
-126   12
-127    8
-127    8
-127    8
-127    8
-127    4
-127    4
-127    4
-127    4
-127    0
-127    0
-127    0
-127    0
-127    0
-127    0
-127    0
-127    0
-127   -4
-127   -4
-127   -4
-127   -4
-127   -8
